,Manufacturer,Model,Year,Motor Liters,Milage,Price
3693,BMW,X5,2007,3.0D,337 tūkst.,"8,600  €"
3694,BMW,i3s,2018,E,97 tūkst.,"19,900  €"
3695,BMW,530,2010,3.0D,338 tūkst.,"12,950  €"
3696,BMW,X3,2019,2.0D,63 tūkst.,"39,000  €"
3697,BMW,Caddy,2012,1.6D,320 tūkst.,"8,000  € maiņai"
3698,BMW,530,2010,3.0D,351 tūkst.,"12,500  €"
3699,BMW,118,2010,2.0,294 tūkst.,"4,750  €"
3700,BMW,730,2006,3.0D,271 tūkst.,"6,669  €"
3701,BMW,535,2012,3.0D,338 tūkst.,"14,290  €"
3702,BMW,535,2010,3.0,196 tūkst.,"12,890  €"
3703,BMW,120,2004,2.0,270 tūkst.,"2,700  €"
3704,BMW,525,2005,2.5D,439 tūkst.,"3,250  €"
3705,BMW,740,2014,3.0D,249 tūkst.,"21,000  €"
3706,BMW,330,2015,3.0D,167 tūkst.,"13,350  €"
3707,BMW,525,2010,3.0D,320 tūkst.,"11,900  €"
3708,BMW,330,2006,3.0D,-,"6,800  €"
3709,BMW,320,2016,2.0D,280 tūkst.,"13,000  €"
3710,BMW,520,2012,2.0D,320 tūkst.,"9,650  €"
3711,BMW,525,2010,3.0D,377 tūkst.,"10,200  €"
3712,BMW,X1,2010,2.0D,245 tūkst.,"8,999  €"
3713,BMW,i3,2020,E,74 tūkst.,"22,250  €"
3714,BMW,X5,2009,3.0D,320 tūkst.,"9,900  €"
3715,BMW,520,2010,2.0D,275 tūkst.,"6,300  €"
3716,BMW,530,2009,3.0D,422 tūkst.,"9,500  €"
3717,BMW,i3,2016,E,84 tūkst.,"15,750  €"
3718,BMW,730,2005,3.0D,410 tūkst.,"6,750  €"
3719,BMW,X3,2017,3.0D,99 tūkst.,"25,300  €"
3720,BMW,530,2007,3.0D,340 tūkst.,"3,900  €"
3721,BMW,330,2008,3.0D,205 tūkst.,"7,700  €"
3722,BMW,525,2012,2.0D,-,"9,950  €"
3723,BMW,X5,2002,3.0D,329 tūkst.,"5,000  €"
3724,BMW,525,2013,2.0D,270 tūkst.,"12,640  €"
3725,BMW,525,2005,2.5D,291 tūkst.,"3,500  €"
3726,BMW,518,2014,2.0D,270 tūkst.,"14,900  €"
3727,BMW,116,2012,1.6,260 tūkst.,"8,990  €"
3728,BMW,X5,2004,3.0,259 tūkst.,"5,490  €"
3729,BMW,118,2008,2.0D,263 tūkst.,"5,400  €"
3730,BMW,325,2002,2.8,198 tūkst.,"3,990  €"
3731,BMW,525,2002,2.5D,280 tūkst.,"2,250  €"
3732,BMW,330,2006,3.0D,278 tūkst.,"5,590  €"
3733,BMW,X5,2005,3.0D,308 tūkst.,"5,200  €"
3734,BMW,120,2012,2.0D,290 tūkst.,"7,999  €"
3735,BMW,i3,2018,E,105 tūkst.,"20,000  €"
3736,BMW,X1,2012,2.0D,214 tūkst.,"7,900  €"
3737,BMW,330,2000,3.0D,375 tūkst.,"1,650  €"
3738,BMW,525,2017,2.0D,114 tūkst.,"24,500  €"
3739,BMW,X5,2002,3.0D,445 tūkst.,"2,700  €"
3740,BMW,320,2019,2.0D,137 tūkst.,"29,000  €"
3741,BMW,X5,2008,3.0D,319 tūkst.,"10,999  €"
3742,BMW,320,2007,2.0D,345 tūkst.,"4,600  €"
3743,BMW,X6,2015,3.0D,190 tūkst.,"36,900  € maiņai"
3744,BMW,320,2002,2.0D,301 tūkst.,"1,020  €"
3745,BMW,X6,2019,3.0D,82 tūkst.,"41,000  €"
3746,BMW,530,2002,3.0D,-,"2,290  €"
3747,BMW,X1,2013,2.0D,174 tūkst.,"12,700  €"
3748,BMW,528,1996,2.8,351 tūkst.,"1,600  €"
3749,BMW,218,2016,2.0D,215 tūkst.,"13,500  €"
3750,BMW,120,2012,1.6D,289 tūkst.,"7,999  €"
3751,BMW,530,2018,3.0D,201 tūkst.,"20,900  €"
3752,BMW,X3,2004,3.0,315 tūkst.,"4,450  €"
3753,BMW,320,2004,2.0D,373 tūkst.,"4,100  €"
3754,BMW,X6,2010,3.0,154 tūkst.,"20,000  €"
3755,BMW,316,2004,1.8,196 tūkst.,"1,500  €"
3756,BMW,320,2010,2.0D,-,"4,800  €"
3757,BMW,520,2017,2.0D,109 tūkst.,"22,900  €"
3758,BMW,530,2006,3.0D,350 tūkst.,"3,600  €"
3759,BMW,520,2011,2.0D,-,"11,010  €"
3760,BMW,320,2006,2.0D,417 tūkst.,"3,950  €"
3761,BMW,X3,2012,3.0D,295 tūkst.,"15,900  €"
3762,BMW,530,1999,3.0D,260 tūkst.,"1,799  €"
3763,BMW,X5,2004,3.0D,332 tūkst.,"6,550  €"
3764,BMW,535,2008,3.0D,-,"6,950  €"
3765,BMW,530,2010,3.0D,-,"12,900  €"
3766,BMW,530,1998,3.0D,233 tūkst.,"2,000  €"
3767,BMW,318,2007,2.0D,-,"5,100  €"
3768,BMW,640,2014,3.0D,245 tūkst.,"24,900  €"
3769,BMW,320,2020,2.0D,-,"24,990  €"
3770,BMW,330,2004,3.0D,491 tūkst.,"2,800  €"
3771,BMW,320,2015,2.0D,232 tūkst.,"14,490  €"
3772,BMW,X6,2017,3.0D,127 tūkst.,"40,900  €"
3773,BMW,316,1997,1.6,-,"2,200  €"
3774,BMW,X5,2004,3.0D,283 tūkst.,"6,100  €"
3775,BMW,330,2007,3.0D,330 tūkst.,"4,250  €"
3776,BMW,318,2011,2.0D,-,"6,075  €"
3777,BMW,325,2009,3.0D,289 tūkst.,"6,550  €"
3778,BMW,330,2002,3.0D,402 tūkst.,"2,770  €"
3779,BMW,530,2017,3.0D,99 tūkst.,"39,500  €"
3780,BMW,118,2009,2.0D,220 tūkst.,"6,500  €"
3781,BMW,530,2000,3.0D,387 tūkst.,"1,800  €"
3782,BMW,X6,2012,3.0D,-,"17,800  €"
3783,BMW,318,2010,2.0D,336 tūkst.,"5,850  €"
3784,BMW,330,2002,3.0D,373 tūkst.,"2,000  €"
3785,BMW,330,2007,3.0D,-,"7,990  €"
3786,BMW,523,2010,3.0,221 tūkst.,"9,700  €"
3787,BMW,220,2014,2.0D,197 tūkst.,"11,850  €"
3788,BMW,530,2009,3.0D,268 tūkst.,"10,500  €"
3789,BMW,316,2002,1.8,225 tūkst.,"1,400  €"
3790,BMW,118,2008,2.0D,-,"4,490  €"
3791,BMW,330,2003,3.0,310 tūkst.,"3,900  €"
3792,BMW,530,2013,3.0D,239 tūkst.,"17,990  €"
3793,BMW,316,2017,2.0D,-,"9,990  €"
3794,BMW,316,2014,1.6,-,"9,500  €"
3795,BMW,118,2009,2.0D,-,"5,500  €"
3796,BMW,Citi,2023,E,5 tūkst.,"75,900  €"
3797,BMW,X3,2007,2.0D,-,"6,250  €"
3798,BMW,530,2013,3.0D,-,"17,990  €"
3799,BMW,530,2006,3.0D,257 tūkst.,"5,500  €"
3800,BMW,320,2010,2.0D,278 tūkst.,"5,200  €"
3801,BMW,530,2019,3.0D,188 tūkst.,"29,990  €"
3802,BMW,X5,2011,3.0D,209 tūkst.,"15,990  €"
3803,BMW,X5,2008,3.0D,320 tūkst.,"12,300  €"
3804,BMW,320,2007,2.0D,428 tūkst.,"5,200  €"
3805,BMW,325,2007,3.0D,347 tūkst.,"5,150  €"
3806,BMW,X6,2021,4.4,-,"74,500  €"
3807,BMW,X3,2012,3.0D,269 tūkst.,"16,490  €"
3808,BMW,730,2020,3.0D,56 tūkst.,"62,350  €"
3809,BMW,X4,2018,3.0,173 tūkst.,"38,500  €"
3810,BMW,530,2010,3.0D,256 tūkst.,"11,200  €"
3811,BMW,320,2019,2.0D,159 tūkst.,"27,900  €"
3812,BMW,730,2009,3.0D,267 tūkst.,"12,000  €"
3813,BMW,520,2018,2.0D,-,"29,000  €"
3814,BMW,X5,2014,3.0D,199 tūkst.,"23,800  €"
3815,BMW,320,2000,2.0D,351 tūkst.,"1,000  €"
3816,BMW,530,2005,3.0D,390 tūkst.,"4,500  €"
3817,BMW,M4,2017,3.0,90 tūkst.,"52,000  €"
3818,BMW,540,2018,3.0D,172 tūkst.,"31,900  €"
3819,BMW,216,2017,1.5D,208 tūkst.,"13,850  €"
3820,BMW,730,2013,3.0D,153 tūkst.,"20,000  €"
3821,BMW,530,2015,3.0D,239 tūkst.,"14,900  €"
3822,BMW,X5,2007,3.0D,327 tūkst.,"9,850  €"
3823,BMW,530,-,-,-,pērku 
3824,BMW,X6,-,-,-,pērku 
3825,BMW,X3,-,-,-,pērku 
3826,BMW,320,2003,2.0D,344 tūkst.,"1,750  €"
3827,BMW,320,2008,2.0D,310 tūkst.,"4,500  €"
3828,BMW,650,2006,4.8,90 tūkst.,"14,000  €"
3829,BMW,525,2007,3.0D,363 tūkst.,"6,900  €"
3830,BMW,523,2001,2.5,401 tūkst.,"1,650  €"
3831,BMW,X5,2007,3.0D,361 tūkst.,"9,250  €"
3832,BMW,120,2005,2.0D,300 tūkst.,"2,700  €"
3833,BMW,X3,2020,3.0D,50 tūkst.,"46,900  €"
3834,BMW,730,2004,3.0D,329 tūkst.,"2,790  €"
3835,BMW,530,2013,3.0D,276 tūkst.,"17,700  €"
3836,BMW,320,2001,2.0D,373 tūkst.,"1,700  €"
3837,BMW,X3,2007,3.0D,-,"7,150  €"
3838,BMW,116,2008,1.6,241 tūkst.,"3,900  €"
3839,BMW,X4,2016,2.0,149 tūkst.,"23,000  €"
3840,BMW,330,2007,3.0D,458 tūkst.,"4,500  €"
3841,BMW,740,2003,4.0D,487 tūkst.,"4,500  €"
3842,BMW,740,2022,3.0D,46 tūkst.,"74,900  €"
3843,BMW,X5,2012,3.0D,300 tūkst.,"14,350  €"
3844,BMW,520,2010,2.0D,194 tūkst.,"9,990  €"
3845,BMW,730,2009,3.0D,269 tūkst.,"11,450  €"
3846,BMW,320,2006,2.0D,291 tūkst.,"5,250  €"
3847,BMW,Z4,2005,2.5,235 tūkst.,"9,350  €"
3848,BMW,540,2017,3.0,-,"34,990  €"
3849,BMW,320,2008,2.0,-,"4,950  €"
3850,BMW,320,2011,2.0,191 tūkst.,"9,500  €"
3851,BMW,X5,2010,3.0D,-,"11,750  €"
3852,BMW,320,2009,2.0,243 tūkst.,"5,800  €"
3853,BMW,X3,2006,3.0D,-,"5,500  €"
3854,BMW,525,2003,2.5D,337 tūkst.,"1,650  €"
3855,BMW,330,2006,3.0D,240 tūkst.,"5,200  €"
3856,BMW,X5,2008,3.5D,-,"11,300  €"
3857,BMW,745,2008,4.4D,-,"4,490  €"
3858,BMW,218,2019,2.0D,94 tūkst.,"21,900  €"
3859,BMW,530,2009,3.0D,-,"7,450  €"
3860,BMW,330,2004,3.0D,301 tūkst.,"2,900  €"
3861,BMW,520,2019,2.0D,102 tūkst.,"32,900  €"
3862,BMW,530,2014,3.0D,206 tūkst.,"16,590  €"
3863,BMW,520,2013,2.0D,221 tūkst.,"10,900  €"
3864,BMW,X6,2018,3.0D,101 tūkst.,"46,500  €"
3865,BMW,530,2014,3.0D,317 tūkst.,"12,699  €"
3866,BMW,116,2011,1.6D,287 tūkst.,"5,500  €"
3867,BMW,320,2005,2.0,-,"4,790  €"
3868,BMW,535,2013,3.0D,198 tūkst.,"16,000  €"
3869,BMW,520,2007,2.0D,-,"4,900  €"
3870,BMW,X3,2019,2.0,86 tūkst.,"38,500  €"
3871,BMW,525,2007,3.0D,423 tūkst.,"3,500  €"
3872,BMW,640,2017,3.0D,69 tūkst.,"31,500  €"
3873,BMW,X3,2005,3.0D,300 tūkst.,"2,800  €"
3874,BMW,320,2020,2.0D,123 tūkst.,"25,900  €"
3875,BMW,X5,2014,4.0D,149 tūkst.,"29,995  €"
3876,BMW,330,2021,2.0H,67 tūkst.,"42,000  €"
3877,BMW,640,2011,3.0D,-,"21,500  € maiņai"
3878,BMW,216,2019,1.5D,160 tūkst.,"17,999  €"
3879,BMW,530,2002,3.0D,388 tūkst.,"3,750  €"
3880,BMW,325,2010,3.0D,283 tūkst.,"9,500  €"
3881,BMW,525,2000,2.5D,350 tūkst.,650  €
3882,BMW,320,1999,2.0,399 tūkst.,"2,950  €"
3883,BMW,530,2011,3.0D,301 tūkst.,"10,990  €"
3884,BMW,X3,2014,3.0D,168 tūkst.,"23,000  €"
3885,BMW,520,2007,2.0D,345 tūkst.,"4,100  €"
3886,BMW,530,2011,3.0D,301 tūkst.,"10,990  €"
3887,BMW,323,2000,2.8,187 tūkst.,"4,500  €"
3888,BMW,335,2014,3.0,171 tūkst.,"16,200  €"
3889,BMW,318,2009,2.0,212 tūkst.,"4,550  €"
3890,BMW,116,2005,1.6,-,"3,400  €"
3891,BMW,320,2020,2.0D,133 tūkst.,"25,500  €"
3892,BMW,X5,2015,3.0D,-,"26,900  €"
3893,BMW,530,2002,3.0D,280 tūkst.,"2,500  €"
3894,BMW,530,2018,3.0D,165 tūkst.,"25,900  €"
3895,BMW,320,1985,2.0,143 tūkst.,"5,700  €"
3896,BMW,525,2009,3.0D,-,"7,990  €"
3897,BMW,320,2006,2.0D,290 tūkst.,"4,400  €"
3898,BMW,X3,2011,3.0D,265 tūkst.,"12,650  €"
3899,BMW,730,2006,3.0D,325 tūkst.,"5,390  €"
3900,BMW,320,2009,2.0D,-,"9,990  €"
3901,BMW,740,2014,3.0D,-,"19,500  €"
3902,BMW,530,2018,3.0D,185 tūkst.,"25,550  €"
3903,BMW,X1,2010,2.0D,-,"10,900  €"
3904,BMW,530,2017,3.0,265 tūkst.,"24,550  €"
3905,BMW,X5,2016,4.0D,260 tūkst.,"27,590  €"
3906,BMW,320,2008,2.0D,312 tūkst.,"5,600  €"
3907,BMW,525,1997,2.5D,540 tūkst.,"1,200  €"
3908,BMW,750,2009,4.4,155 tūkst.,"12,450  €"
3909,BMW,X6,2016,3.0D,198 tūkst.,"38,500  €"
3910,BMW,X5,2017,3.0D,195 tūkst.,"34,333  €"
3911,BMW,525,2010,3.0D,-,"10,600  €"
3912,BMW,320,2002,2.0D,230 tūkst.,"1,600  €"
3913,BMW,X1,2015,2.0D,239 tūkst.,"12,950  €"
3914,BMW,320,-,-,-,pērku 
3915,BMW,218,2016,2.0D,226 tūkst.,"13,600  €"
3916,BMW,520,2020,2.0D,61 tūkst.,"42,900  €"
3917,BMW,X6,-,-,-,pērku 
3918,BMW,320,2016,2.0D,249 tūkst.,"12,350  €"
3919,BMW,530,-,-,-,pērku 
3920,BMW,Focus,2017,1.0,119 tūkst.,"8,800  € maiņai"
3921,BMW,X1,2016,2.0D,256 tūkst.,"13,100  €"
3922,BMW,520,2020,2.0D,67 tūkst.,"43,500  €"
3923,BMW,520,2012,2.0D,-,"8,590  €"
3924,BMW,318,2000,2.8,310 tūkst.,"2,000  €"
3925,BMW,525,2006,2.5D,341 tūkst.,"3,550  €"
3926,BMW,520,2008,2.0D,-,"4,300  €"
3927,BMW,X1,2015,2.0D,-,"12,990  €"
3928,BMW,520,2012,2.0D,487 tūkst.,"7,500  €"
3929,BMW,116,2008,1.6,-,"3,800  €"
3930,BMW,320,2015,2.0D,252 tūkst.,"14,000  €"
3931,BMW,320,2010,2.0D,247 tūkst.,"5,400  €"
3932,BMW,X1,2011,2.0D,225 tūkst.,"10,300  €"
3933,BMW,X5,2017,3.0D,189 tūkst.,"32,990  €"
3934,BMW,525,2006,2.5D,470 tūkst.,"4,000  €"
3935,BMW,X5,-,-,-,pērku 
3936,BMW,530,-,-,-,pērku 
3937,BMW,330,-,-,-,pērku 
3938,BMW,325,-,-,-,pērku 
3939,BMW,320,-,-,-,pērku 
3940,BMW,316,-,-,-,pērku 
3941,BMW,530,2013,3.0D,254 tūkst.,"13,790  €"
3942,BMW,X5,2008,3.0D,-,"13,900  €"
3943,BMW,X5,2007,3.0D,-,"14,700  €"
3944,BMW,X5,2005,3.0D,-,"7,200  €"
3945,BMW,525,2004,2.5D,-,"5,300  €"
3946,BMW,525,2005,2.5D,-,"7,100  €"
3947,BMW,525,2008,3.0D,-,"8,700  €"
3948,BMW,525,2008,3.0D,-,"7,200  €"
3949,BMW,525,2008,3.0D,-,"8,200  €"
3950,BMW,525,2012,2.0D,275 tūkst.,"11,990  €"
3951,BMW,320,2007,2.0D,330 tūkst.,"5,700  €"
3952,BMW,525,2005,2.5D,263 tūkst.,"4,300  €"
3953,BMW,520,2011,2.0D,330 tūkst.,"8,700  €"
3954,BMW,535,2005,3.0D,-,"6,500  €"
3955,BMW,535,2007,3.0D,-,"8,400  €"
3956,BMW,530,2007,3.0D,-,"8,400  €"
3957,BMW,530,2011,3.0D,-,"11,900  €"
3958,BMW,530,2004,3.0D,-,"4,950  €"
3959,BMW,530,2011,3.0D,-,"12,200  €"
3960,BMW,530,2004,3.0D,-,"4,600  €"
3961,BMW,530,2010,3.0D,-,"10,990  €"
3962,BMW,530,2013,3.0D,-,"13,490  €"
3963,BMW,X5,2002,3.0D,348 tūkst.,"4,150  €"
3964,BMW,X4,2019,2.0D,60 tūkst.,"44,900  €"
3965,BMW,320,2005,2.0D,-,"6,500  €"
3966,BMW,316,2013,2.0D,-,"11,300  €"
3967,BMW,520,2012,2.0D,230 tūkst.,"8,900  €"
3968,BMW,330,2006,3.0D,-,"6,250  €"
3969,BMW,318,2006,1.8D,290 tūkst.,"2,750  €"
3970,BMW,X3,2007,2.0D,-,"5,650  €"
3971,BMW,318,2009,2.0D,220 tūkst.,"4,550  €"
3972,BMW,X3,2018,2.0,110 tūkst.,"26,900  €"
3973,BMW,116,2012,1.6D,-,"11,700  €"
3974,BMW,530,2004,3.0D,-,"3,950  €"
3975,BMW,520,2008,2.0D,-,"8,600  €"
3976,BMW,750,2012,4.4,229 tūkst.,"11,499  €"
3977,BMW,530,2017,2.0,96 tūkst.,"32,999  €"
3978,BMW,X3,2008,3.0D,287 tūkst.,"6,200  €"
3979,BMW,X5,2011,3.0D,245 tūkst.,"12,800  €"
3980,BMW,520,2011,2.0D,251 tūkst.,"8,600  €"
3981,BMW,X3,-,-,-,pērku 
3982,BMW,X6,-,-,-,pērku 
3983,BMW,330,-,-,-,pērku 
3984,BMW,320,-,-,-,pērku 
3985,BMW,220,-,-,-,pērku 
3986,BMW,640,-,-,-,pērku 
3987,BMW,435,-,-,-,pērku 
3988,BMW,X5,-,-,-,pērku 
3989,BMW,530,-,-,-,pērku 
3990,BMW,Citi,-,-,-,pērku 
3991,BMW,525,2008,3.0D,-,"5,990  €"
3992,BMW,118,2006,2.0,146 tūkst.,"5,500  €"
3993,BMW,318,2012,2.0D,286 tūkst.,"6,300  €"
3994,BMW,520,2009,2.0D,278 tūkst.,"6,200  €"
3995,BMW,520,2012,2.0D,228 tūkst.,"9,900  €"
3996,BMW,530,2013,3.0D,247 tūkst.,"11,700  €"
3997,BMW,X1,2013,2.0D,229 tūkst.,"11,000  €"
3998,BMW,X1,2015,2.0D,239 tūkst.,"17,000  €"
3999,BMW,X1,2016,2.0D,270 tūkst.,"16,500  €"
4000,BMW,X3,2007,3.0D,300 tūkst.,"7,500  €"
4001,BMW,X3,2009,2.0D,274 tūkst.,"7,500  €"
4002,BMW,X5,2004,3.0D,300 tūkst.,"6,900  €"
4003,BMW,530,2012,3.0D,350 tūkst.,"8,900  €"
4004,BMW,X5,2004,3.0D,381 tūkst.,"6,000  €"
4005,BMW,525,2011,3.0D,300 tūkst.,"10,300  €"
4006,BMW,320,2003,2.0D,505 tūkst.,"2,000  €"
4007,BMW,318,2003,2.0D,356 tūkst.,"1,650  €"
4008,BMW,418,2017,2.0D,209 tūkst.,"18,050  €"
4009,BMW,330,2007,3.0D,344 tūkst.,"8,500  €"
4010,BMW,640,2011,3.0D,260 tūkst.,"15,900  €"
4011,BMW,520,1989,2.0,278 tūkst.,"1,000  €"
4012,BMW,320,2004,2.0D,251 tūkst.,"3,390  €"
4013,BMW,320,2013,2.0D,280 tūkst.,"10,500  €"
4014,BMW,318,2010,2.0D,-,"5,490  €"
4015,BMW,525,2001,2.5D,485 tūkst.,"2,950  €"
4016,BMW,525,2013,2.0D,245 tūkst.,"12,300  €"
4017,BMW,325,1995,2.5,-,"8,350  €"
4018,BMW,525,2001,2.5D,380 tūkst.,"2,300  €"
4019,BMW,X5,2007,4.8,-,"7,999  €"
4020,BMW,320,2007,2.0D,372 tūkst.,"4,850  €"
4021,BMW,320,1999,2.0,349 tūkst.,"3,000  €"
4022,BMW,530,2014,3.0D,353 tūkst.,"13,850  €"
4023,BMW,525,2011,3.0D,296 tūkst.,"9,800  €"
4024,BMW,X3,2008,2.0D,207 tūkst.,"7,895  €"
4025,BMW,330,2003,3.0D,341 tūkst.,"2,990  €"
4026,BMW,325,2007,3.0,233 tūkst.,"7,222  €"
4027,BMW,320,2012,2.0D,-,"9,990  €"
4028,BMW,X5,2010,3.0D,-,"13,999  €"
4029,BMW,320,2006,2.0,280 tūkst.,"4,450  €"
4030,BMW,X5,2008,3.0D,338 tūkst.,"9,200  €"
4031,BMW,X6,2008,3.5D,221 tūkst.,"14,000  €"
4032,BMW,730,2009,3.0D,356 tūkst.,"10,400  €"
4033,BMW,530,2005,3.0D,320 tūkst.,"3,800  €"
4034,BMW,320,2004,2.0D,401 tūkst.,"2,550  €"
4035,BMW,325,2007,3.0D,310 tūkst.,"5,900  €"
4036,BMW,530,2015,3.0D,211 tūkst.,"17,000  €"
4037,BMW,540,1995,4.0,300 tūkst.,"15,600  €"
4038,BMW,320,2003,2.0D,325 tūkst.,"2,890  €"
4039,BMW,X5,2015,3.0D,167 tūkst.,"30,990  € maiņai"
4040,BMW,525,2009,2.5,-,"7,450  €"
4041,BMW,M5,2020,4.4,22 tūkst.,"94,900  €"
4042,BMW,316,2001,1.9,373 tūkst.,"1,000  €"
4043,BMW,X6,2015,3.0D,112 tūkst.,"33,000  €"
4044,BMW,525,2014,2.5D,320 tūkst.,"13,000  €"
4045,BMW,X3,2019,2.0D,43 tūkst.,"36,800  €"
4046,BMW,330,2006,3.0D,-,"5,500  €"
4047,BMW,Citi,2022,E,20 tūkst.,"62,900  €"
4048,BMW,525,2010,3.0D,227 tūkst.,"9,900  €"
4049,BMW,320,2014,2.0D,250 tūkst.,"14,000  €"
4050,BMW,X3,2013,2.0D,134 tūkst.,"17,400  €"
4051,BMW,320,2015,2.0D,263 tūkst.,"13,700  €"
4052,BMW,116,2005,1.6,-,"4,200  €"
4053,BMW,318,2009,1.8D,304 tūkst.,"6,200  €"
4054,BMW,X5,2013,4.4,-,"21,000  €"
4055,BMW,320,2005,2.0D,341 tūkst.,"5,500  €"
4056,BMW,X4,2016,3.0D,194 tūkst.,"25,500  €"
4057,BMW,X6,2015,3.0D,210 tūkst.,"32,700  €"
4058,BMW,320,2000,2.0D,323 tūkst.,"1,600  €"
4059,BMW,X5,2004,3.0D,305 tūkst.,"5,650  €"
4060,BMW,316,1997,1.6,280 tūkst.,"1,950  €"
4061,BMW,318,2012,2.0D,252 tūkst.,"8,995  €"
4062,BMW,X5,2018,3.0D,241 tūkst.,"54,995  €"
4063,BMW,525,2011,2.5D,-,"10,500  €"
4064,BMW,530,2016,3.0D,195 tūkst.,"17,500  €"
4065,BMW,X1,2012,2.0D,-,"10,700  €"
4066,BMW,320,2010,2.0D,249 tūkst.,"6,200  €"
4067,BMW,X4,2016,3.0D,253 tūkst.,"23,900  €"
4068,BMW,530,2003,3.0D,350 tūkst.,"3,995  €"
4069,BMW,X1,2010,2.0D,-,"8,190  €"
4070,BMW,320,2003,2.0D,359 tūkst.,"1,855  €"
4071,BMW,325,2006,2.5,315 tūkst.,"3,200  €"
4072,BMW,X5,2016,3.0D,-,"31,470  €"
4073,BMW,520,2018,2.0D,-,"28,999  €"
4074,BMW,520,2004,2.0,296 tūkst.,"2,500  €"
4075,BMW,X5,2020,3.0D,44 tūkst.,"56,400  €"
4076,BMW,CLS400,2018,3.0D,-,"39,990  € maiņai"
4077,BMW,X5,2017,3.0D,124 tūkst.,"34,500  €"
4078,BMW,X5,2009,3.0D,309 tūkst.,"10,999  €"
4079,BMW,730,2022,3.0D,39 tūkst.,"66,890  €"
4080,BMW,520,2017,2.0D,171 tūkst.,"19,500  €"
4081,BMW,730,2006,3.0D,255 tūkst.,"4,700  €"
4082,BMW,740,2007,4.0,313 tūkst.,"7,200  €"
4083,BMW,X1,2013,2.0D,244 tūkst.,"11,950  €"
4084,BMW,318,2013,2.0D,274 tūkst.,"11,600  €"
4085,BMW,X5,2011,3.0D,359 tūkst.,"15,150  €"
4086,BMW,525,2004,2.5D,427 tūkst.,"1,500  €"
4087,BMW,X2,2020,1.8,91 tūkst.,"24,000  €"
4088,BMW,525,2005,2.5D,362 tūkst.,"5,500  €"
4089,BMW,X5,2000,3.0,243 tūkst.,"5,600  €"
4090,BMW,X1,2015,2.0D,145 tūkst.,"10,700  €"
4091,BMW,X3,2018,2.0D,153 tūkst.,"31,950  €"
4092,BMW,530,2002,3.0D,402 tūkst.,"2,500  €"
4093,BMW,118,2007,2.0D,298 tūkst.,"5,450  €"
4094,BMW,320,2016,2.0D,221 tūkst.,"13,990  €"
4095,BMW,X6,2011,4.0D,318 tūkst.,"16,500  €"
4096,BMW,320,2008,2.0D,202 tūkst.,"7,000  €"
4097,BMW,X6,2015,3.0D,199 tūkst.,"34,950  €"
4098,BMW,X5,2004,3.0D,380 tūkst.,"5,500  €"
4099,BMW,320,2000,2.0D,424 tūkst.,"1,000  €"
4100,BMW,316,2013,2.0D,307 tūkst.,"7,000  €"
4101,BMW,530,2007,3.0D,268 tūkst.,"5,550  €"
4102,BMW,318,2010,2.0D,224 tūkst.,"6,095  €"
4103,BMW,X2,2018,2.0D,-,"23,950  €"
4104,BMW,X4,2017,3.0D,-,"23,900  €"
4105,BMW,730,2016,3.0D,210 tūkst.,"31,000  €"
4106,BMW,535,2006,3.0D,246 tūkst.,"6,000  €"
4107,BMW,118,2007,2.0D,276 tūkst.,"4,250  €"
4108,BMW,X5,2004,3.0D,-,"6,750  €"
4109,BMW,523,1999,2.5,326 tūkst.,"2,200  € maiņai"
4110,BMW,320,2011,2.0D,246 tūkst.,"9,990  €"
4111,BMW,535,2010,3.0,260 tūkst.,"11,500  €"
4112,BMW,520,2010,2.0D,270 tūkst.,"6,500  €"
4113,BMW,116,2014,1.6D,243 tūkst.,"6,900  €"
4114,BMW,428,2015,2.0,145 tūkst.,"22,000  €"
4115,BMW,320,2010,2.0D,270 tūkst.,"7,249  €"
4116,BMW,X3,2007,3.0D,281 tūkst.,"6,700  €"
4117,BMW,525,2011,3.0D,280 tūkst.,"8,700  €"
4118,BMW,X3,2005,3.0D,-,"5,899  €"
4119,BMW,320,2004,2.0D,357 tūkst.,"3,700  €"
4120,BMW,X5,2007,3.0D,353 tūkst.,"9,000  €"
4121,BMW,320,2005,2.0D,332 tūkst.,"4,100  €"
4122,BMW,320,2022,2.0D,31 tūkst.,"46,500  €"
4123,BMW,520,2018,2.0D,110 tūkst.,"32,000  €"
4124,BMW,325,2002,2.5,250 tūkst.,"2,800  €"
4125,BMW,X5,2017,3.0D,200 tūkst.,"34,000  €"
4126,BMW,320,2002,1.8,250 tūkst.,"2,800  €"
4127,BMW,X1,2013,2.0D,182 tūkst.,"9,800  €"
4128,BMW,540,2018,3.0D,115 tūkst.,"37,500  €"
4129,BMW,X5,2010,3.0D,245 tūkst.,"15,981  €"
4130,BMW,118,2007,2.0D,269 tūkst.,"5,999  €"
4131,BMW,525,2004,2.5D,470 tūkst.,"3,300  €"
4132,BMW,118,2008,2.0D,313 tūkst.,"4,850  €"
4133,BMW,X3,2015,2.0D,-,"18,790  €"
4134,BMW,318,1995,1.8,305 tūkst.,"3,650  €"
4135,BMW,520,2000,2.2,294 tūkst.,"1,600  €"
4136,BMW,320,2009,2.0D,297 tūkst.,"6,490  €"
4137,BMW,X3,2008,3.0D,255 tūkst.,"7,200  €"
