,Region,Area,Nr of rooms,m2,Floor,House type,Price
1816,Rīga,Dzegužkalns Tapešu 50,3,60,1/5,LT proj.,430  €/mēn.
1817,Rīga,Āgenskalns Saules al. 8,1,23,2/4,Staļina,"28,900  €"
1818,Rīga,centrs Valdemāra 77,2,49,1/6,Specpr.,"91,000  €"
1819,Rīga,Mežciems Biķernieku 160,3,75,1/5,Jaun.,"165,000  €"
1820,Rīga,Ziepniekkalns Īslīces 5,2,61,9/10,Jaun.,"79,800  €"
1821,Rīga,Purvciems Ūnijas 76a,3,60,3/5,LT proj.,"39,000  €"
1822,Rīga,Dārzciems,Citi,-,-,-,pērku 
1823,Rīga,Sarkandaugava Viestura pr. 61,1,35,3/9,Specpr.,210  €/mēn.
1824,Rīga,Purvciems Purvciema 51,1,40,2/9,Specpr.,270  €/mēn.
1825,Rīga,Sarkandaugava Viestura pr. 37,2,63,9/9,Specpr.,"62,000  €"
1826,Rīga,Mežaparks Viestura pr. 37,2,63,9/9,Specpr.,"62,000  €"
1827,Rīga,Pļavnieki Sesku 7/2,1,42,3/5,M. ģim.,"34,800  €"
1828,Rīga,Čiekurkalns Rusova 7,2,49,4/9,Jaun.,"121,000  €"
1829,Rīga,centrs Brīvības 148,1,34,3/5,P. kara,40  €/dienā
1830,Rīga,Čiekurkalns Rusova 30,1,39,2/5,M. ģim.,"33,500  €"
1831,Rīga,centrs Dainas 10a,2,42,2/7,Jaun.,"128,000  €"
1832,Rīga,Sarkandaugava Patversmes 7,1,27,3/5,Hrušč.,190  €/mēn.
1833,Rīga,Daugavgrīva,Citi,-,-,-,pērku 
1834,Rīga,Vecmīlgrāvis,Citi,-,-,-,pērku 
1835,Rīga,Vecmīlgrāvis Skuju 1,2,56,5/5,103.,"48,000  €"
1836,Rīga,Purvciems Stirnu 22,2,38,1/5,Specpr.,"40,000  €"
1837,Rīga,Mangaļi Ostas pr. 4,2,44,1/5,Hrušč.,300  €/mēn.
1838,Rīga,centrs Martas 9,3,92,2/5,P. kara,"1,000  €/mēn."
1839,Rīga,Purvciems Burtnieku 33,1,17,4/5,M. ģim.,"8,300  €"
1840,Rīga,VEF Biķernieku 9,1,38,4/5,P. kara,250  €/mēn.
1841,Rīga,Purvciems Nīcgales,2,-,2,-,pērku 
1842,Rīga,Imanta Zentenes 3,3,63,6/9,602.,"66,000  €"
1843,Rīga,centrs Republikas laukums 3,1,55,5/9,Jaun.,45  €/dienā
1844,Rīga,Iļģuciems Lilijas 15a,3,53,2/5,Hrušč.,"52,000  €"
1845,Rīga,Vecmīlgrāvis Rūpnīcas 14,3,80,2/2,Staļina,"48,000  €"
1846,Rīga,Pļavnieki Jasmuižas 17,3,62,3/6,602.,"58,000  €"
1847,Rīga,centrs Stabu 84,2,55,4/4,P. kara,"140,000  €"
1848,Rīga,Ķīpsala Balasta d. 70,4,115,1/3,Renov.,"290,000  €"
1849,Rīga,Pļavnieki Deglava 152к-1,2,52,3/9,602.,280  €/mēn.
1850,Rīga,Sarkandaugava Tilta 11/2,2,43,2/5,Hrušč.,"38,000  €"
1851,Rīga,Pļavnieki Deglava 152к-1,2,52,3/9,602.,"49,000  €"
1852,Rīga,Sarkandaugava Hāpsalas 9,1,32,2/2,P. kara,"16,000  €"
1853,Rīga,centrs Brīvības 91,1,27,3/6,Renov.,"79,000  €"
1854,Rīga,centrs Brīvības 91,2,37,3/6,Renov.,"106,000  €"
1855,Rīga,centrs Brīvības 91,2,35,5/6,Renov.,"105,000  €"
1856,Rīga,centrs Brīvības 91,2,35,4/6,Renov.,"103,000  €"
1857,Rīga,centrs Brīvības 91,1,24,4/6,Renov.,"71,000  €"
1858,Rīga,Vecmīlgrāvis Dombrovska 45,3,64,7/9,602.,"53,000  €"
1859,Rīga,Purvciems Ieriķu 31,1,36,2/3,Hrušč.,330  €/mēn.
1860,Rīga,Maskavas priekšpilsēta Daugavpils 76,1,25,2/6,P. kara,230  €/mēn.
1861,Rīga,Āgenskalns Dzirciema,2,-,2,-,pērku 
1862,Rīga,Sarkandaugava Priežu 14A,1,22,5/5,P. kara,250  €/mēn.
1863,Rīga,Purvciems Stirnu 21,1,30,4/5,LT proj.,"37,500  €"
1864,Rīga,Ziepniekkalns Ozolciema 32,3,61,5/9,602.,"55,000  €"
1865,Rīga,Ķengarags Aviācijas 5,3,54,4/5,LT proj.,"72,000  €"
1866,Rīga,Purvciems Stirnu 1,2,60,7/9,Jaun.,"109,990  €"
1867,Rīga,Sarkandaugava Sarkandaugavas 54/1,1,30,5/5,Hrušč.,"34,800  €"
1868,Rīga,Pļavnieki Salnas 34,2,51,1/9,602.,"42,500  €"
1869,Rīga,Pļavnieki Dzeņu 1,2,50,3/9,602.,50  €/dienā
1870,Rīga,Mežaparks Viestura pr. 67,2,48,1/5,Hrušč.,"49,500  €"
1871,Rīga,centrs Brīvības 156,2,23,1/5,Staļina,"32,000  €"
1872,Rīga,Ķengarags Lokomotīves 22,1,27,3/5,LT proj.,210  €/mēn.
1873,Rīga,Purvciems Pūces 43,4,120,9/9,Jaun.,"240,000  €"
1874,Rīga,Ķengarags Aviācijas 23/1,1,38,1/12,Specpr.,"45,960  €"
1875,Rīga,Ziepniekkalns Tadaiķu 1,1,32,4/5,LT proj.,"44,000  €"
1876,Rīga,Ķengarags Glūdas 1B,3,59,5/5,LT proj.,"55,000  €"
1877,Rīga,Ziepniekkalns Valdeķu 15,2,35,3/5,Hrušč.,"53,000  €"
1878,Rīga,centrs Lienes 12,3,66,4/5,P. kara,450  €/mēn.
1879,Rīga,Teika Āraišu 24,4,104,1/2,P. kara,"149,500  €"
1880,Rīga,Maskavas priekšpilsēta Krāslavas 14,3,54,4/6,Jaun.,"145,000  €"
1881,Rīga,centrs Skolas 4,2,56,5/5,P. kara,"127,500  €"
1882,Rīga,centrs Republikas laukums 3,1,40,4/7,Jaun.,"114,000  €"
1883,Rīga,Iļģuciems Iļģuciema 7,2,42,2/5,Jaun.,"75,000  €"
1884,Rīga,centrs Birznieka-Upīša 18В,4,135,4/5,Renov.,"269,000  €"
1885,Rīga,centrs Stabu 55,1,56,1/5,P. kara,"15,000  €"
1886,Rīga,Imanta Slokas 138,3,55,4/5,LT proj.,"62,000  €"
1887,Rīga,Pļavnieki Grestes 2,4,77,3/9,602.,"61,000  €"
1888,Rīga,centrs Elizabetes 89,2,43,4/5,Renov.,560  €/mēn.
1889,Rīga,centrs Elizabetes 89,2,42,4/4,Renov.,560  €/mēn.
1890,Rīga,Mežaparks Ķīšezera 10,4,80,4/9,Jaun.,"226,900  €"
1891,Rīga,Ķengarags Aviācijas 5,2,50,2/5,LT proj.,"48,500  €"
1892,Rīga,Mežaparks Ķīšezera 10,3,62,4/9,Jaun.,"168,900  €"
1893,Rīga,centrs Rūpniecības 25,4,150,1/4,Jaun.,"600,000  €"
1894,Rīga,centrs Avotu 50,2,42,1/2,P. kara,275  €/mēn.
1895,Rīga,centrs Baznīcas 13,3,71,1/6,Renov.,"106,000  €"
1896,Rīga,Mežaparks Ķempes 2,2,40,4/12,Jaun.,"111,900  €"
1897,Rīga,centrs Vīlandes 14,3,124,2/5,Renov.,990  €/mēn.
1898,Rīga,Pļavnieki Dravnieku 3,2,49,4/10,Jaun.,"101,020  €"
1899,Rīga,Mežaparks Ķempes 2,3,59,9/12,Jaun.,"179,900  €"
1900,Rīga,Vecrīga Vecpilsētas 8а,3,110,2/6,Jaun.,"260,000  €"
1901,Rīga,Krasta r-ns Lubānas 16,1,30,9/9,467.,300  €/mēn.
1902,Rīga,Jugla Juglas 3,2,45,3/5,Hrušč.,"51,300  €"
1903,Rīga,Mežciems Eizenšteina 47a,3,71,3/10,Jaun.,"156,900  €"
1904,Rīga,Ziepniekkalns Dignājas 4,3,77,3/3,Jaun.,750  €/mēn.
1905,Rīga,Ziepniekkalns Dignājas 4,2,44,1/3,Jaun.,"98,000  €"
1906,Rīga,Ziepniekkalns Dignājas 4,4,105,2/3,Jaun.,"235,000  €"
1907,Rīga,Ziepniekkalns Dignājas 4,4,105,3/3,Jaun.,"229,000  €"
1908,Rīga,Ziepniekkalns Dignājas 4,2,44,2/3,Jaun.,"106,000  €"
1909,Rīga,Ziepniekkalns Dignājas 4,2,50,1/3,Jaun.,"109,000  €"
1910,Rīga,Ziepniekkalns Dignājas 4,3,73,2/3,Jaun.,"169,000  €"
1911,Rīga,Ziepniekkalns Dignājas 4,3,77,1/3,Jaun.,"169,000  €"
1912,Rīga,Ziepniekkalns Dignājas 4,3,73,3/3,Jaun.,"169,000  €"
1913,Rīga,Ķengarags,Citi,-,-,-,pērku 
1914,Rīga,Jugla Ūdeļu 29,1,35,3/5,Specpr.,"38,000  €"
1915,Rīga,Mežciems Kaivas 50/1,4,91,1/1,Jaun.,"105,000  €"
1916,Rīga,Purvciems Ūnijas 70,2,46,4/5,LT proj.,"38,900  €"
1917,Rīga,Katlakalns Bauskas 207,2,50,5/9,602.,320  €/mēn.
1918,Rīga,centrs Elizabetes 9,2,52,3/5,P. kara,950  €/mēn.
1919,Rīga,centrs Vīlandes 5,5,160,5/5,P. kara,"1,750  €/mēn."
1920,Rīga,centrs Rūpniecības 20,4,90,3/4,Renov.,"220,000  €"
1921,Rīga,Āgenskalns Mūkusalas 29,2,61,4/4,Renov.,"1,200  €/mēn."
1922,Rīga,Imanta Zentenes 18,3,61,8/9,602.,"62,900  €"
1923,Rīga,Mežciems Hipokrāta 47,4,77,7/9,602.,370  €/mēn.
1924,Rīga,Pļavnieki Jasmuižas 7,1,36,2/9,602.,"45,950  €"
1925,Rīga,centrs Skolas 34,Citi,189,5/6,Specpr.,700  €/mēn.
1926,Rīga,centrs Avotu 8,2,47,5/5,Renov.,550  €/mēn.
1927,Rīga,Mežciems Kaivas 29,3,86,2/4,Jaun.,"160,000  €"
1928,Rīga,centrs,Citi,-,-,-,pērku 
1929,Rīga,Berģi,Citi,-,-,-,pērku 
1930,Rīga,Imanta Anniņmuižas 56,2,56,9/9,602.,420  €/mēn.
1931,Rīga,centrs Tallinas 90,1,31,1/5,Renov.,"59,000  €"
1932,Rīga,Purvciems Biķernieku 71,2,38,3/5,Hrušč.,280  €/mēn.
1933,Rīga,Čiekurkalns Skultes 5,2,49,1/3,Renov.,"66,000  €"
1934,Rīga,Dzegužkalns Daugavgrīvas 74A,1,29,7/9,M. ģim.,220  €/mēn.
1935,Rīga,Pļavnieki Ilūkstes 17,2,55,6/7,Specpr.,410  €/mēn.
1936,Rīga,Ziepniekkalns Dignājas 3,1,34,2/6,Jaun.,"59,000  €"
1937,Rīga,centrs Ģertrūdes 30,3,74,4/5,P. kara,450  €/mēn.
1938,Rīga,centrs,Citi,-,-,-,pērku 
1939,Rīga,Purvciems Dzelzavas 39,2,50,1/9,602.,280  €/mēn.
1940,Rīga,Vecrīga Grēcinieku 11,2,49,4/5,Staļina,"132,000  €"
1941,Rīga,Sarkandaugava Viestura pr. 77,2,53,4/5,103.,270  €/mēn.
1942,Rīga,Šampēteris-Pleskodāle Zalves 52,1,33,5/5,103.,250  €/mēn.
1943,Rīga,centrs,1,-,-,-,pērku 
1944,Rīga,Teika Raunas 45,2,43,4/4,Hrušč.,"51,000  €"
1945,Rīga,Čiekurkalns Rusova 4,2,46,3/3,Hrušč.,300  €/mēn.
1946,Rīga,centrs Maskavas 29,3,67,1/4,P. kara,550  €/mēn.
1947,Rīga,centrs Dzirnavu 31,6,203,4/7,P. kara,"370,000  €"
1948,Rīga,centrs Miera 101,2,39,3/5,P. kara,155  €/mēn.
1949,Rīga,Mežciems Kaivas 50,2,49,5/5,Jaun.,440  €/mēn.
1950,Rīga,centrs Ģertrūdes 65,2,56,2/6,Jaun.,"133,000  €"
1951,Rīga,centrs Ģertrūdes 65/3,2,52,1/6,Jaun.,"109,000  €"
1952,Rīga,Jugla Salamandras 3,1,41,3/8,Specpr.,"33,099  €"
1953,Rīga,Zolitūde Ruses 9,2,59,6/9,119.,"65,500  €"
1954,Rīga,Zolitūde Zolitūdes 75,2,65,1/5,Jaun.,"132,800  €"
1955,Rīga,Āgenskalns Ernestīnes 7,2,54,3/3,Renov.,540  €/mēn.
1956,Rīga,centrs Grostonas 21,2,59,4/5,Jaun.,750  €/mēn.
1957,Rīga,Dzegužkalns Eiženijas 17,5,96,2/5,Jaun.,"198,000  €"
1958,Rīga,Āgenskalns Kuldīgas 42,3,52,2/2,Priv. m.,"74,000  €"
1959,Rīga,centrs Barona 11,3,114,5/6,P. kara,"1,000  €/mēn."
1960,Rīga,centrs Baznīcas 35,6,157,1/6,P. kara,"339,000  €"
1961,Rīga,Imanta Dammes 19,3,67,1/5,LT proj.,"48,000  €"
1962,Rīga,Vecrīga Jauniela 21,2,55,2/4,Renov.,600  €/mēn.
1963,Rīga,centrs Ģertrūdes 3,4,100,4/6,P. kara,295  €/mēn.
1964,Rīga,Sarkandaugava,Citi,-,-,-,pērku 
1965,Rīga,Zolitūde Lejiņa 14,3,78,6/9,119.,"66,000  €"
1966,Rīga,Āgenskalns Liepājas 2,4,168,6/6,Jaun.,"1,500  €/mēn."
1967,Rīga,centrs Lāčplēša 59,3,150,4/5,P. kara,"1,080  €/mēn."
1968,Rīga,Purvciems Žagatu 20A,2,50,9/9,602.,400  €/mēn.
1969,Rīga,Purvciems Stirnu 22,2,39,5/7,Specpr.,300  €/mēn.
1970,Rīga,Vecmīlgrāvis Vanadziņa g. 2,3,68,5/5,LT proj.,"42,000  €"
1971,Rīga,Vecāķi Attekas 9,1,43,2/2,Specpr.,300  €/mēn.
1972,Rīga,centrs Rūpniecības 27,2,66,1/7,Jaun.,"152,000  €"
1973,Rīga,centrs Barona 122,1,52,1/5,Specpr.,295  €/mēn.
1974,Rīga,Jugla Dzirnupes 1,1,25,2/3,Specpr.,95  €/mēn.
1975,Rīga,Zolitūde Anniņmuižas 13,5,183,11/12,Jaun.,"299,000  €"
1976,Rīga,Imanta Anniņmuižas 13,5,183,11/12,Jaun.,"299,000  €"
1977,Rīga,Krasta r-ns Fridriķa 7,2,43,3/5,Specpr.,"33,900  €"
1978,Rīga,Zolitūde Anniņmuižas 13,5,183,11/12,Jaun.,"1,100  €/mēn."
1979,Rīga,Maskavas priekšpilsēta Rēznas 7,2,43,3/5,Specpr.,"31,790  €"
1980,Rīga,Jugla,Citi,-,-,-,pērku 
1981,Rīga,centrs Artilērijas 67A,1,25,2/2,Specpr.,95  €/mēn.
1982,Rīga,centrs Vīlandes 8,2,77,2/5,Renov.,"144,000  €"
1983,Rīga,Imanta Dammes 28,2,50,3/3,LT proj.,"53,000  €"
1984,Rīga,Maskavas priekšpilsēta Daugavpils 48,1,28,2/4,P. kara,"29,990  €"
1985,Rīga,Āgenskalns Mūkusalas 35,2,28,1/2,P. kara,"44,600  €"
1986,Rīga,centrs Jēkaba 26,3,99,2/5,P. kara,375  €/mēn.
1987,Rīga,centrs Vārnu 4,1,31,1/2,P. kara,"17,670  €"
1988,Rīga,Torņakalns Cepļa 14,1,23,1/3,P. kara,"14,780  €"
1989,Rīga,Imanta Kurzemes pr. 126,2,50,4/9,602.,"39,900  €"
1990,Rīga,Jugla Dzirnupes 1,2,30,2/3,P. kara,"16,589  €"
1991,Rīga,Šampēteris-Pleskodāle Volguntes 27A,2,43,5/5,Hrušč.,"52,000  €"
1992,Rīga,centrs Maskavas 108,6,133,1/3,Specpr.,"46,660  €"
1993,Rīga,centrs Kaļķu 2,3,79,5/5,P. kara,"165,000  €"
1994,Rīga,Zolitūde Zolitūdes 46,2,63,1/4,Jaun.,500  €/mēn.
1995,Rīga,centrs Blaumaņa 9a,3,50,6/6,Renov.,"135,000  €"
1996,Rīga,Dzegužkalns Daugavgrīvas 94,3,57,2/2,P. kara,"35,000  €"
1997,Rīga,centrs Skolas 20,3,98,5/6,Renov.,"1,400  €/mēn."
1998,Rīga,Pļavnieki Lubānas 123,1,40,14/16,Specpr.,250  €/mēn.
1999,Rīga,centrs Bruņinieku 117,2,102,2/3,Renov.,870  €/mēn.
2000,Rīga,centrs,Citi,-,-,-,pērku 
2001,Rīga,Iļģuciems Dāvida 4,3,54,4/5,LT proj.,"58,000  €"
2002,Rīga,centrs Blaumaņa 14,2,40,3/5,P. kara,400  €/mēn.
2003,Rīga,centrs Brīvības 80,3,71,4/4,P. kara,"159,000  €"
2004,Rīga,Imanta Anniņmuižas 21,2,49,1/4,Jaun.,"145,000  €"
2005,Rīga,Bolderāja Gobas 23,2,46,5/5,Specpr.,"49,500  €"
2006,Rīga,centrs Tērbatas 59/61,2,56,2/5,Renov.,550  €/mēn.
2007,Rīga,Teika Pīkola 30,2,56,1/2,P. kara,"103,000  €"
2008,Rīga,centrs Skanstes 29a,2,93,23/24,Jaun.,"267,777  €"
2009,Rīga,Teika Ieriķu 29,2,46,5/5,Hrušč.,500  €/mēn.
2010,Rīga,centrs Klusā 9,2,62,5/5,P. kara,"84,000  €"
2011,Rīga,centrs Ģertrūdes 61A,1,42,2/3,Jaun.,20  €/dienā
2012,Rīga,centrs Čaka 124,2,30,2/3,P. kara,220  €/mēn.
2013,Rīga,Mežaparks Kokneses pr. 18,3,107,2/2,Renov.,590  €/mēn.
2014,Rīga,Vecmīlgrāvis Rūpnīcas 2,6,118,1/3,Staļina,"31,800  €"
2015,Rīga,Vecmīlgrāvis Gliemežu 5,1,40,5/5,Specpr.,"30,000  € maiņai"
2016,Rīga,centrs Hospitāļu 28,2,63,5/5,Staļina,"96,000  €"
2017,Rīga,Teika Brīvības 231,2,43,1/5,Hrušč.,"59,000  €"
2018,Rīga,Ziepniekkalns Līvciema 57,1,35,1/9,602.,"29,000  €"
2019,Rīga,Jaunciems Jaunciema g. 79,2,40,3/3,Specpr.,"25,500  €"
2020,Rīga,centrs Brīvības 129,2,57,3/6,Renov.,"83,000  €"
2021,Rīga,centrs Ģertrūdes 61A,2,45,2/3,Jaun.,100  €/dienā
2022,Rīga,Ķengarags Maskavas 256,3,57,4/5,LT proj.,"50,000  €"
2023,Rīga,centrs Miera 90,3,77,4/7,Specpr.,"122,000  €"
2024,Rīga,Purvciems Brantkalna 3,1,43,7/9,119.,"52,000  €"
2025,Rīga,Vecmīlgrāvis Kāvu 2,2,38,2/5,LT proj.,340  €/mēn.
2026,Rīga,centrs Bruņinieku 115B,1,20,2/5,Renov.,165  €/mēn.
2027,Rīga,centrs Mūrnieku 9,1,22,2/3,Renov.,250  €/mēn.
2028,Rīga,Sarkandaugava Ozolu 5,1,36,5/5,M. ģim.,180  €/mēn.
2029,Rīga,centrs Antonijas 11,2,56,2/5,Renov.,"125,000  €"
2030,Rīga,centrs Merķeļa 6,3,84,3/5,P. kara,"180,000  €"
2031,Rīga,centrs Stabu 23,3,95,5/5,P. kara,600  €/mēn.
2032,Rīga,Purvciems Dzelzavas 89,2,38,4/5,LT proj.,270  €/mēn.
2033,Rīga,Purvciems Ilūkstes 46,3,70,11/12,104.,"66,000  €"
2034,Rīga,Iļģuciems Olaines 3,2,44,2/3,Specpr.,"43,000  €"
2035,Rīga,centrs Lāčplēša 98,1,27,2/6,Specpr.,280  €/mēn.
2036,Rīga,Ķengarags,Citi,-,-,-,pērku 
2037,Rīga,Āgenskalns Kristapa 14,1,18,1/4,M. ģim.,270  €/mēn.
2038,Rīga,Purvciems Dudajeva g. 2,2,38,4/5,LT proj.,"33,500  €"
2039,Rīga,Pļavnieki Jasmuižas 2,4,77,9/9,602.,"62,000  €"
2040,Rīga,centrs Dzirnavu 82,2,60,4/6,Renov.,600  €/mēn.
2041,Rīga,centrs Ganību d. 13,2,45,4/6,Jaun.,495  €/mēn.
2042,Rīga,centrs Kalniņa 6,3,88,2/5,Renov.,"220,000  €"
2043,Rīga,centrs Zirņu 5,1,33,6/9,467.,250  €/mēn.
2044,Rīga,centrs Brīvības 148,2,52,2/6,P. kara,450  €/mēn.
2045,Rīga,Ķengarags J. Rancāna 10,2,47,2/5,Hrušč.,280  €/mēn.
2046,Rīga,Mežaparks Ezermalas 4,2,25,2/5,Renov.,"54,780  €"
2047,Rīga,Katlakalns Gulbju 68,2,55,2/5,Specpr.,"115,000  €"
2048,Rīga,centrs Strēlnieku 7,3,87,6/7,Jaun.,"395,000  €"
2049,Rīga,Teika Vijciema 8,4,96,2/4,Staļina,"144,000  €"
2050,Rīga,centrs Valdemāra 11,2,50,2/5,P. kara,590  €/mēn.
2051,Rīga,Vecmīlgrāvis Vijolīšu 6,1,43,3/5,M. ģim.,280  €/mēn.
2052,Rīga,Purvciems,2,-,-,-,pērku 
2053,Rīga,Vecrīga Peitavas 5,2,93,4/5,P. kara,"170,000  €"
2054,Rīga,Mangaļi Ostas pr. 4,3,57,2/5,LT proj.,"56,400  €"
2055,Rīga,centrs Matīsa 83,2,80,5/6,P. kara,"120,000  €"
2056,Rīga,Čiekurkalns Čiekurkalna 2. šķ l. 4,3,79,1/4,Jaun.,"135,000  €"
2057,Rīga,Pļavnieki,Citi,-,-,-,pērku 
2058,Rīga,Purvciems,Citi,-,-,-,pērku 
2059,Rīga,Iļģuciems Lielezeres 10,2,72,2/4,Jaun.,"124,000  €"
2060,Rīga,Iļģuciems Daugavgrīvas 1B,1,34,2/2,P. kara,"13,500  €"
2061,Rīga,centrs Miera 103,1,28,2/5,Jaun.,490  €/mēn.
2062,Rīga,centrs Lejas 7B,1,20,2/3,P. kara,30  €/dienā
2063,Rīga,Pļavnieki Jasmuižas 7,1,36,2/9,602.,"46,350  €"
2064,Rīga,Vecrīga,Citi,-,-,-,pērku 
2065,Rīga,Teika,Citi,-,-,-,pērku 
2066,Rīga,Vecmīlgrāvis,Citi,-,-,-,pērku 
2067,Rīga,Sarkandaugava,Citi,-,-,-,pērku 
2068,Rīga,Pļavnieki,Citi,-,-,-,pērku 
2069,Rīga,Purvciems,Citi,-,-,-,pērku 
2070,Rīga,Mežciems,Citi,-,-,-,pērku 
2071,Rīga,Maskavas priekšpilsēta,Citi,-,-,-,pērku 
2072,Rīga,Mežaparks,Citi,-,-,-,pērku 
2073,Rīga,Krasta r-ns,Citi,-,-,-,pērku 
2074,Rīga,Ķengarags,Citi,-,-,-,pērku 
2075,Rīga,Grīziņkalns,Citi,-,-,-,pērku 
2076,Rīga,Jugla,Citi,-,-,-,pērku 
2077,Rīga,Dārzciems,Citi,-,-,-,pērku 
2078,Rīga,Āgenskalns,Citi,-,-,-,pērku 
2079,Rīga,Čiekurkalns,Citi,-,-,-,pērku 
2080,Rīga,Krasta r-ns M. Krasta 1,2,35,4/2,M. ģim.,"39,999  €"
2081,Rīga,centrs Miera 86,1,28,1/5,Renov.,"56,000  €"
2082,Rīga,centrs Bruņinieku 49,2,47,4/4,Renov.,750  €/mēn.
2083,Rīga,Ķengarags Prūšu 21/2,1,18,4/4,M. ģim.,220  €/mēn.
2084,Rīga,Ziepniekkalns Garozes 17,1,39,3/5,M. ģim.,"32,800  €"
2085,Rīga,centrs Vesetas 34,1,35,12/12,Čehu pr.,240  €/mēn.
2086,Rīga,Purvciems Dzelzavas 112,2,45,5/7,Jaun.,"111,000  €"
2087,Rīga,centrs Hospitāļu 39,2,44,6/6,Jaun.,550  €/mēn.
2088,Rīga,Zolitūde Ruses 24,1,46,6/9,119.,"42,000  €"
2089,Rīga,Imanta Kleistu 11,1,55,10/12,Jaun.,600  €/mēn.
2090,Rīga,Teika Vairoga 42,3,65,1/2,P. kara,"58,000  €"
2091,Rīga,Pļavnieki Saharova 8,1,39,8/8,Jaun.,40  €/dienā
2092,Rīga,Zolitūde Bieziņa 4,2,60,3/9,119.,200  €/mēn.
2093,Rīga,centrs Miera 82,3,69,3/6,P. kara,"86,500  €"
2094,Rīga,centrs Ausekļa 2,3,63,5/5,Renov.,"200,000  €"
2095,Rīga,Pļavnieki Deglava 106/2,4,94,2/9,119.,"103,000  €"
2096,Rīga,centrs Palasta 9,2,94,2/3,P. kara,750  €/mēn.
2097,Rīga,Iļģuciems Slokas 70,1,44,4/5,Specpr.,210  €/mēn.
2098,Rīga,Sarkandaugava Sliežu 27 k-1,2,43,1/2,Hrušč.,"43,000  €"
2099,Rīga,centrs Barona 80,1,33,3/5,P. kara,"39,000  €"
2100,Rīga,Sarkandaugava Ziemeļu 16,1,19,2/2,Specpr.,"16,000  €"
2101,Rīga,Pļavnieki Salnas 5,4,78,4/9,602.,"94,000  €"
2102,Rīga,Iļģuciems Spilves 35,3,56,4/5,LT proj.,"64,900  €"
2103,Rīga,centrs Klusā 20,1,38,2/9,Jaun.,300  €/mēn.
2104,Rīga,Vecrīga Krāmu 4,2,88,3/5,P. kara,500  €/mēn.
2105,Rīga,Purvciems Viršu 7,2,58,5/9,119.,"64,000  €"
2106,Rīga,centrs Rūpniecības 50,3,95,4/7,Jaun.,"1,500  €/mēn."
2107,Rīga,centrs Artilērijas 7,3,79,5/6,P. kara,"135,000  €"
2108,Rīga,centrs Čaka 52,5,120,4/5,P. kara,750  €/mēn.
2109,Rīga,Ķengarags Bultu 8,2,49,5/5,LT proj.,"44,000  €"
2110,Rīga,Ķengarags Aviācijas 8,3,53,3/4,Hrušč.,250  €/mēn.
2111,Rīga,Āgenskalns M. Nometņu 95,1,33,1/3,Staļina,"32,000  €"
2112,Rīga,centrs Brīvības 47,2,50,2/5,Renov.,550  €/mēn.
2113,Rīga,centrs Valdemāra 79/81,2,39,1/5,Staļina,"62,325  €"
2114,Rīga,centrs Stabu 89,1,35,3/5,Staļina,30  €/dienā
2115,Rīga,Jugla Juglas 35,1,35,4/5,LT proj.,"31,000  €"
2116,Rīga,Teika Ropažu 24,2,41,4/5,Hrušč.,"45,000  €"
2117,Rīga,Vecmīlgrāvis Dombrovska 49,2,40,4/9,119.,190  €/mēn.
2118,Rīga,Purvciems Madonas 23,2,56,13/18,Specpr.,395  €/mēn.
2119,Rīga,centrs Šarlotes 7,3,66,3/6,Jaun.,900  €/mēn.
2120,Rīga,Zolitūde Anniņmuižas 20,4,61,4/4,Jaun.,"115,000  €"
2121,Rīga,Aplokciems Briežu 9,1,22,3/6,Jaun.,220  €/mēn.
2122,Rīga,Dārzciems,Citi,-,-,-,pērku 
2123,Rīga,Purvciems Deglava 59,1,43,4/6,119.,300  €/mēn.
2124,Rīga,Ziepniekkalns Zaļenieku 18,4,127,4/6,Jaun.,"226,000  €"
2125,Rīga,Maskavas priekšpilsēta Kalna 10,1,23,2/2,P. kara,"15,000  €"
2126,Rīga,Maskavas priekšpilsēta Kalna 10,1,23,2/2,P. kara,180  €/mēn.
2127,Rīga,Ķengarags Maskavas 250/2,2,42,4/5,Hrušč.,250  €/mēn.
2128,Rīga,centrs Antonijas 26,3,84,6/6,Jaun.,"1,800  €/mēn."
2129,Rīga,Klīversala Kuģu 26,2,57,2/5,Jaun.,590  €/mēn.
2130,Rīga,centrs Barona 6,2,46,3/6,Renov.,"165,600  €"
2131,Rīga,Ķengarags Pelnu 2,3,60,4/5,LT proj.,"57,000  €"
2132,Rīga,Jugla Juglas 2E,4,134,5/8,Specpr.,"180,000  €"
2133,Rīga,Teika Raunas 46,2,40,5/5,Hrušč.,"38,000  €"
2134,Rīga,Bolderāja Lemešu 9,2,50,7/9,602.,"42,000  €"
2135,Rīga,Jugla Skrudalienas 6,4,100,2/2,Jaun.,"206,000  €"
2136,Rīga,centrs Elijas 19,2,52,5/6,Renov.,300  €/mēn.
2137,Rīga,centrs Bruņinieku 115B,2,40,3/5,Renov.,200  €/mēn.
2138,Rīga,centrs Pulkv. Brieža 7,2,37,1/6,Renov.,"94,000  €"
2139,Rīga,centrs Zvaigžņu 24,1,20,1/5,P. kara,25  €/dienā
2140,Rīga,centrs Dzirnavu 161,4,80,5/5,P. kara,70  €/dienā
2141,Rīga,Vecmīlgrāvis Melīdas 3,2,49,5/5,LT proj.,"40,000  €"
2142,Rīga,Imanta Slokas 183,3,63,7/9,602.,"115,000  €"
